,attentive cat,img1,img2
97,indoor,C:\Users\nicped\Documents\GitHub\closed_loop\data\indoor\scene7.jpg,C:\Users\nicped\Documents\GitHub\closed_loop\data\male\face2139.jpg
98,indoor,C:\Users\nicped\Documents\GitHub\closed_loop\data\indoor\scene131.jpg,C:\Users\nicped\Documents\GitHub\closed_loop\data\male\face2252.jpg
99,indoor,C:\Users\nicped\Documents\GitHub\closed_loop\data\indoor\scene1221.jpg,C:\Users\nicped\Documents\GitHub\closed_loop\data\male\face2416.jpg
100,indoor,C:\Users\nicped\Documents\GitHub\closed_loop\data\indoor\scene3465.jpg,C:\Users\nicped\Documents\GitHub\closed_loop\data\male\face3027.jpg
101,indoor,C:\Users\nicped\Documents\GitHub\closed_loop\data\indoor\scene3497.jpg,C:\Users\nicped\Documents\GitHub\closed_loop\data\male\face3318.jpg
102,indoor,C:\Users\nicped\Documents\GitHub\closed_loop\data\indoor\scene44.jpg,C:\Users\nicped\Documents\GitHub\closed_loop\data\male\face2327.jpg
103,indoor,C:\Users\nicped\Documents\GitHub\closed_loop\data\indoor\scene663.jpg,C:\Users\nicped\Documents\GitHub\closed_loop\data\male\face2838.jpg
104,indoor,C:\Users\nicped\Documents\GitHub\closed_loop\data\indoor\scene6.jpg,C:\Users\nicped\Documents\GitHub\closed_loop\data\female\face473.jpg
105,indoor,C:\Users\nicped\Documents\GitHub\closed_loop\data\outdoor\scene25.jpg,C:\Users\nicped\Documents\GitHub\closed_loop\data\male\face1550.jpg
106,indoor,C:\Users\nicped\Documents\GitHub\closed_loop\data\indoor\scene3608.jpg,C:\Users\nicped\Documents\GitHub\closed_loop\data\male\face1380.jpg
107,indoor,C:\Users\nicped\Documents\GitHub\closed_loop\data\indoor\scene846.jpg,C:\Users\nicped\Documents\GitHub\closed_loop\data\male\face1555.jpg
108,indoor,C:\Users\nicped\Documents\GitHub\closed_loop\data\indoor\scene1722.jpg,C:\Users\nicped\Documents\GitHub\closed_loop\data\male\face2392.jpg
109,indoor,C:\Users\nicped\Documents\GitHub\closed_loop\data\indoor\scene951.jpg,C:\Users\nicped\Documents\GitHub\closed_loop\data\male\face2740.jpg
110,indoor,C:\Users\nicped\Documents\GitHub\closed_loop\data\indoor\scene131.jpg,C:\Users\nicped\Documents\GitHub\closed_loop\data\male\face80.jpg
111,indoor,C:\Users\nicped\Documents\GitHub\closed_loop\data\indoor\scene1543.jpg,C:\Users\nicped\Documents\GitHub\closed_loop\data\male\face1295.jpg
112,indoor,C:\Users\nicped\Documents\GitHub\closed_loop\data\indoor\scene3075.jpg,C:\Users\nicped\Documents\GitHub\closed_loop\data\male\face2139.jpg
113,indoor,C:\Users\nicped\Documents\GitHub\closed_loop\data\indoor\scene3184.jpg,C:\Users\nicped\Documents\GitHub\closed_loop\data\male\face2822.jpg
114,indoor,C:\Users\nicped\Documents\GitHub\closed_loop\data\outdoor\scene1421.jpg,C:\Users\nicped\Documents\GitHub\closed_loop\data\male\face2997.jpg
115,indoor,C:\Users\nicped\Documents\GitHub\closed_loop\data\indoor\scene776.jpg,C:\Users\nicped\Documents\GitHub\closed_loop\data\female\face200.jpg
