,attentive cat,img1,img2
28,indoor,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene1860.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face1499.jpg
29,indoor,C:\Users\Greta\Documents\GitHub\closed_loop\data\outdoor\scene1394.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face1962.jpg
30,indoor,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene934.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face1374.jpg
31,indoor,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene39.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face1500.jpg
32,indoor,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene468.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face3487.jpg
33,male,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face1182.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene3112.jpg
34,male,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face560.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene1601.jpg
35,male,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face2883.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene3559.jpg
36,male,C:\Users\Greta\Documents\GitHub\closed_loop\data\female\face362.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene588.jpg
37,male,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face1885.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene1112.jpg
38,male,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face2581.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene1308.jpg
39,male,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face2535.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene3613.jpg
40,male,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face2272.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\outdoor\scene762.jpg
41,male,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face2405.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene3262.jpg
42,male,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face2392.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene1182.jpg
43,male,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face1405.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene1204.jpg
44,male,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face2122.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene3442.jpg
45,male,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face3067.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene3212.jpg
46,male,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face715.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene1297.jpg
47,male,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face561.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene249.jpg
48,male,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face2652.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\outdoor\scene1393.jpg
49,male,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face3590.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene1473.jpg
50,male,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face493.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene3209.jpg
51,male,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face2935.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene1204.jpg
52,male,C:\Users\Greta\Documents\GitHub\closed_loop\data\female\face2487.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene1322.jpg
53,male,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face2789.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene3426.jpg
54,male,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face3171.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene3355.jpg
55,male,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face2934.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\outdoor\scene1145.jpg
56,male,C:\Users\Greta\Documents\GitHub\closed_loop\data\female\face3119.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene3272.jpg
57,male,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face327.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene3324.jpg
58,male,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face2657.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene1335.jpg
59,male,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face3425.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene3419.jpg
60,male,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face2021.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene259.jpg
61,male,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face2598.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene3506.jpg
62,male,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face1141.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene3360.jpg
63,male,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face493.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene749.jpg
64,male,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face2686.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene3587.jpg
65,male,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face2715.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene1722.jpg
66,indoor,C:\Users\Greta\Documents\GitHub\closed_loop\data\outdoor\scene422.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face1452.jpg
67,indoor,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene736.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face1616.jpg
68,indoor,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene3336.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face1640.jpg
69,indoor,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene3373.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face1186.jpg
70,indoor,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene1262.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face3283.jpg
71,indoor,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene3021.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face2821.jpg
72,indoor,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene724.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face3189.jpg
73,indoor,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene3394.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face3061.jpg
74,indoor,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene1956.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face2889.jpg
75,indoor,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene703.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\female\face2510.jpg
76,indoor,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene1278.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face2705.jpg
77,indoor,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene1348.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face1760.jpg
78,indoor,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene3539.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face1586.jpg
79,indoor,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene3582.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face3529.jpg
80,indoor,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene2603.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face1021.jpg
81,indoor,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene1202.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face2297.jpg
82,indoor,C:\Users\Greta\Documents\GitHub\closed_loop\data\outdoor\scene1197.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face2377.jpg
83,indoor,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene263.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face2963.jpg
84,indoor,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene692.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face3496.jpg
85,indoor,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene3294.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\female\face2197.jpg
86,indoor,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene3296.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face1320.jpg
87,indoor,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene3540.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face77.jpg
88,male,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face2580.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene3445.jpg
89,male,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face1009.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\outdoor\scene667.jpg
90,male,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face2577.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene3509.jpg
91,male,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face179.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene2808.jpg
92,male,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face2932.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene3274.jpg
93,male,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face2333.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene2453.jpg
94,male,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face1864.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene3438.jpg
95,male,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face1853.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene3095.jpg
96,male,C:\Users\Greta\Documents\GitHub\closed_loop\data\female\face2566.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene3324.jpg
97,male,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face161.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene590.jpg
98,male,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face2985.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene2.jpg
99,indoor,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene1543.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face1672.jpg
100,indoor,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene2747.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face3355.jpg
101,indoor,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene1489.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face3482.jpg
102,indoor,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene3277.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face593.jpg
103,indoor,C:\Users\Greta\Documents\GitHub\closed_loop\data\outdoor\scene935.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face1616.jpg
104,indoor,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene1140.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\female\face96.jpg
105,indoor,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene3325.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face3474.jpg
106,indoor,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene3352.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face507.jpg
107,indoor,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene778.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face71.jpg
108,indoor,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene3537.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face42.jpg
109,indoor,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene605.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face2496.jpg
110,indoor,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene3609.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face1146.jpg
111,indoor,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene514.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face2706.jpg
112,indoor,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene3511.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face29.jpg
113,indoor,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene3239.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\female\face988.jpg
114,indoor,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene730.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face480.jpg
115,indoor,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene159.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face1870.jpg
116,indoor,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene1592.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face1373.jpg
117,indoor,C:\Users\Greta\Documents\GitHub\closed_loop\data\outdoor\scene1513.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face175.jpg
118,indoor,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene1564.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face575.jpg
119,indoor,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene652.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face1305.jpg
120,indoor,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene720.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face1755.jpg
121,male,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face2789.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene3364.jpg
122,male,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face3591.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene1223.jpg
123,male,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face3463.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene3008.jpg
124,male,C:\Users\Greta\Documents\GitHub\closed_loop\data\female\face1116.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene7.jpg
125,male,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face3371.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene3613.jpg
126,male,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face1808.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene3326.jpg
127,male,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face1037.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene1295.jpg
128,male,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face2484.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene1120.jpg
129,male,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face1223.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\outdoor\scene602.jpg
130,male,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face1283.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene3586.jpg
131,male,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face2382.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene3521.jpg
132,male,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face2876.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\outdoor\scene1174.jpg
133,male,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face3246.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene1420.jpg
134,male,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face3371.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene476.jpg
135,male,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face2517.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene3322.jpg
136,male,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face82.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene131.jpg
137,male,C:\Users\Greta\Documents\GitHub\closed_loop\data\female\face3471.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene846.jpg
138,male,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face2696.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene3153.jpg
139,male,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face2418.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene1414.jpg
140,male,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face231.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene45.jpg
141,male,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face3425.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene1517.jpg
142,male,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face2374.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene481.jpg
143,male,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face2485.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene3361.jpg
144,male,C:\Users\Greta\Documents\GitHub\closed_loop\data\female\face1263.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene621.jpg
145,male,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face1036.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene3275.jpg
146,male,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face25.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\outdoor\scene1045.jpg
147,male,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face2412.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene921.jpg
148,male,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face715.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene3119.jpg
149,male,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face3341.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene1464.jpg
150,male,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face1992.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene659.jpg
151,male,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face776.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene3565.jpg
152,male,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face294.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene2810.jpg
153,male,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face1373.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene1112.jpg
154,indoor,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene3321.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face2908.jpg
155,indoor,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene3016.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face199.jpg
156,indoor,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene3082.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face1034.jpg
157,indoor,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene3148.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face3043.jpg
158,indoor,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene3213.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face2335.jpg
159,indoor,C:\Users\Greta\Documents\GitHub\closed_loop\data\outdoor\scene525.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face877.jpg
160,indoor,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene821.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face1898.jpg
161,indoor,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene2155.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face2231.jpg
162,indoor,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene459.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face1368.jpg
163,indoor,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene727.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\female\face2226.jpg
164,indoor,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene3574.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face282.jpg
165,indoor,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene723.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face1093.jpg
166,indoor,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene1438.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face230.jpg
167,indoor,C:\Users\Greta\Documents\GitHub\closed_loop\data\outdoor\scene460.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face1223.jpg
168,indoor,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene2233.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\female\face3148.jpg
169,indoor,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene3596.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face2445.jpg
170,indoor,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene3424.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face1896.jpg
171,indoor,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene1290.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face2785.jpg
172,indoor,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene358.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face685.jpg
173,indoor,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene1233.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face2658.jpg
174,indoor,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene3268.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face2466.jpg
175,indoor,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene3366.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face2753.jpg
176,male,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face3558.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene3501.jpg
177,male,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face3098.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene1750.jpg
178,male,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face1141.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\outdoor\scene1228.jpg
179,male,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face1656.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene350.jpg
180,male,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face1055.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene3544.jpg
181,male,C:\Users\Greta\Documents\GitHub\closed_loop\data\male\face508.jpg,C:\Users\Greta\Documents\GitHub\closed_loop\data\indoor\scene3457.jpg
