P7,P4,Cz,Pz,P3,P8,O1,O2,T8,F8,C4,F4,Fp2,Fz,C3,F3,Fp1,T7,F7,Oz,PO3,AF3,FC5,FC1,CP5,CP1,CP2,CP6,AF4,FC2,FC6,PO4,Timestamp
-31062.4453125,14222.2646484375,23086.177734375,1623.9439697265625,26944.94921875,-6390.498046875,-58416.36328125,-52896.0078125,20529.970703125,-448.4169921875,10553.31640625,17300.27734375,-23607.69140625,44759.1328125,-400000.0625,20610.580078125,10838.5771484375,-30873.056640625,5381.39697265625,-16491.875,36877.15625,16021.9619140625,27381.189453125,-23176.4140625,-4068.155029296875,35424.5703125,-400000.0625,11417.4296875,37230.3828125,-25472.046875,15540.345703125,2452.9541015625,11180.153466365
-31073.0078125,14213.7421875,23067.09375,1618.70703125,26928.884765625,-6408.6689453125,-58428.953125,-52912.59765625,20520.22265625,-470.9330139160156,10542.78515625,17310.654296875,-23563.115234375,44791.125,-400000.0625,20611.544921875,10888.0947265625,-30874.7890625,5413.38818359375,-16508.05078125,36874.71484375,16035.404296875,27416.0234375,-23149.216796875,-4089.678955078125,35419.8515625,-400000.0625,11411.5244140625,37249.234375,-25495.69140625,15567.81640625,2428.054931640625,11180.155466365
-31059.166015625,14218.7998046875,23120.04296875,1618.634033203125,26947.52734375,-6379.4482421875,-58418.48828125,-52895.2578125,20543.8515625,-407.8949890136719,10549.578125,17356.283203125,-23569.244140625,44799.35546875,-400000.0625,20628.015625,10812.89453125,-30859.994140625,5440.72802734375,-16491.75390625,36884.79296875,16052.927734375,27371.8515625,-23116.8203125,-4060.931884765625,35435.33984375,-400000.0625,11430.0888671875,37269.7265625,-25457.638671875,15576.146484375,2465.4580078125,11180.157466364999
-31051.623046875,14218.4228515625,23153.556640625,1613.9110107421875,26960.314453125,-6358.98876953125,-58412.66015625,-52884.83984375,20555.37890625,-365.2130126953125,10552.0029296875,17365.806640625,-23620.208984375,44768.72265625,-400000.0625,20628.431640625,10718.384765625,-30859.8671875,5417.85498046875,-16478.9140625,36882.20703125,16045.2783203125,27310.16796875,-23128.251953125,-4038.949951171875,35439.015625,-400000.0625,11433.8427734375,37257.35546875,-25429.361328125,15546.72265625,2494.868896484375,11180.159466365
-31044.462890625,14224.2783203125,23160.6875,1617.4000244140625,26968.607421875,-6349.34912109375,-58404.859375,-52875.49609375,20558.486328125,-356.57000732421875,10558.490234375,17354.80859375,-23651.67578125,44744.2734375,-400000.0625,20625.33984375,10697.310546875,-30859.8359375,5389.5849609375,-16469.873046875,36881.27734375,16035.0322265625,27291.697265625,-23149.236328125,-4026.4609375,35439.23828125,-400000.0625,11433.3154296875,37242.49609375,-25418.298828125,15525.0439453125,2508.158935546875,11180.161466365
-31052.041015625,14221.591796875,23126.263671875,1618.2340087890625,26956.8671875,-6367.58203125,-58411.81640625,-52885.47265625,20543.8828125,-397.2340087890625,10554.4677734375,17325.470703125,-23646.724609375,44737.6484375,-400000.0625,20615.115234375,10751.5546875,-30870.994140625,5371.294921875,-16482.060546875,36875.4453125,16022.482421875,27321.306640625,-23168.970703125,-4045.906982421875,35430.09375,-400000.0625,11421.095703125,37228.2109375,-25445.265625,15519.6494140625,2484.0,11180.163466365
-31064.08984375,14210.255859375,23106.572265625,1608.8179931640625,26940.12109375,-6386.36181640625,-58424.56640625,-52900.83984375,20530.37890625,-418.1730041503906,10542.73828125,17318.380859375,-23621.984375,44748.49609375,-400000.0625,20607.90625,10798.8681640625,-30880.916015625,5381.8369140625,-16498.576171875,36865.55078125,16019.9462890625,27348.595703125,-23165.220703125,-4063.884033203125,35419.33203125,-400000.0625,11410.716796875,37229.1953125,-25466.06640625,15529.5439453125,2461.64892578125,11180.165466365
-31051.728515625,14215.3564453125,23145.77734375,1610.510986328125,26955.828125,-6362.96923828125,-58414.796875,-52887.58984375,20548.44921875,-372.0249938964844,10549.765625,17347.767578125,-23616.55078125,44760.2578125,-400000.0625,20620.46484375,10769.2412109375,-30868.46484375,5402.51220703125,-16483.677734375,36873.98046875,16033.9208984375,27331.234375,-23142.498046875,-4039.85693359375,35432.6953125,-400000.0625,11424.748046875,37244.7890625,-25433.580078125,15540.90234375,2492.053955078125,11180.167466365
-31039.638671875,14225.81640625,23164.564453125,1618.64501953125,26970.201171875,-6347.48583984375,-58402.78125,-52874.24609375,20560.130859375,-353.5,10560.23828125,17353.412109375,-23635.146484375,44753.7265625,-400000.0625,20627.037109375,10738.6748046875,-30859.859375,5395.35107421875,-16470.66796875,36880.625,16035.3154296875,27315.712890625,-23147.853515625,-4022.783935546875,35441.6875,-400000.0625,11434.818359375,37244.93359375,-25414.314453125,15536.0634765625,2512.39599609375,11180.169466365
-31046.248046875,14222.775390625,23134.58203125,1619.6309814453125,26960.05859375,-6364.52294921875,-58409.05859375,-52883.390625,20547.1953125,-392.4150085449219,10556.21875,17333.35546875,-23633.47265625,44752.46875,-400000.0625,20619.08984375,10775.0439453125,-30866.2890625,5382.505859375,-16482.296875,36875.375,16027.744140625,27344.626953125,-23161.087890625,-4041.0029296875,35433.18359375,-400000.0625,11426.396484375,37239.02734375,-25436.146484375,15535.330078125,2490.468017578125,11180.171466365
-31063.220703125,14212.1494140625,23084.697265625,1616.9720458984375,26936.193359375,-6399.76611328125,-58425.24609375,-52906.01953125,20524.10546875,-454.322998046875,10544.6513671875,17311.75390625,-23600.26953125,44771.5234375,-400000.0625,20610.734375,10849.392578125,-30877.89453125,5385.0849609375,-16506.7421875,36869.19921875,16024.314453125,27395.634765625,-23160.748046875,-4076.881103515625,35420.8828125,-400000.0625,11412.205078125,37241.46484375,-25481.38671875,15551.443359375,2445.27099609375,11180.173466365
-31078.294921875,14197.966796875,23062.533203125,1605.823974609375,26914.65234375,-6424.0498046875,-58443.359375,-52926.73828125,20510.326171875,-482.2300109863281,10529.279296875,17318.46875,-23555.970703125,44803.17578125,-400000.0625,20610.443359375,10901.53515625,-30882.62890625,5413.498046875,-16527.328125,36864.5234375,16034.4697265625,27428.2421875,-23133.630859375,-4103.35400390625,35412.21875,-400000.0625,11404.330078125,37258.32421875,-25511.8359375,15578.42578125,2413.490966796875,11180.175466364999
-31060.66796875,14208.8447265625,23122.494140625,1610.8050537109375,26939.078125,-6390.14697265625,-58426.26953125,-52905.21484375,20539.025390625,-412.04901123046875,10542.2939453125,17370.900390625,-23549.154296875,44821.7578125,-400000.0625,20637.01953125,10838.4501953125,-30859.0859375,5450.85302734375,-16503.8359375,36882.8984375,16060.748046875,27390.794921875,-23090.630859375,-4069.615966796875,35433.80859375,-400000.0625,11428.82421875,37288.12109375,-25469.306640625,15594.638671875,2456.5830078125,11180.177466365
-31046.3671875,14218.7646484375,23165.759765625,1615.41796875,26961.013671875,-6360.26708984375,-58411.63671875,-52884.06640625,20560.30078125,-360.1650085449219,10553.4990234375,17386.70703125,-23590.072265625,44796.82421875,-400000.0625,20645.595703125,10749.458984375,-30849.669921875,5441.30078125,-16484.548828125,36890.07421875,16059.0234375,27331.8046875,-23094.685546875,-4039.22509765625,35445.98046875,-400000.0625,11441.126953125,37283.203125,-25430.470703125,15574.7060546875,2495.966064453125,11180.179466365
-31041.705078125,14222.6005859375,23172.02734375,1617.5770263671875,26966.978515625,-6351.90576171875,-58406.8828125,-52876.921875,20564.310546875,-353.2120056152344,10558.3134765625,17372.50390625,-23622.72265625,44768.28125,-400000.0625,20641.181640625,10725.4013671875,-30852.693359375,5412.94189453125,-16478.603515625,36888.01953125,16043.5810546875,27307.05078125,-23120.16015625,-4029.196044921875,35446.1015625,-400000.0625,11438.9111328125,37265.83984375,-25419.8984375,15550.53125,2507.89990234375,11180.181466365
