P7,P4,Cz,Pz,P3,P8,O1,O2,T8,F8,C4,F4,Fp2,Fz,C3,F3,Fp1,T7,F7,Oz,PO3,AF3,FC5,FC1,CP5,CP1,CP2,CP6,AF4,FC2,FC6,PO4,Timestamp
-31576.220703125,14533.990234375,22158.326171875,2465.85302734375,25302.80859375,-6482.9208984375,-59419.25390625,-56489.29296875,22150.697265625,-3017.60205078125,7749.48779296875,18179.333984375,-25303.36328125,44710.1015625,-330887.03125,18973.984375,9980.7265625,-34607.171875,823.3980102539062,-5742.701171875,37235.6484375,16261.548828125,25954.94140625,-23365.626953125,-1923.14404296875,35252.80859375,-373299.5,15366.2470703125,36200.1953125,-37976.625,14805.8681640625,-5344.35595703125,11059.337466365
-31571.5625,14534.6669921875,22174.494140625,2466.468017578125,25305.404296875,-6479.64306640625,-59418.09375,-56488.34375,22158.53515625,-2998.93408203125,7751.30712890625,18214.759765625,-25248.45703125,44756.546875,-330888.4375,18990.111328125,10018.63671875,-34593.13671875,881.6240234375,-5741.02392578125,37250.26171875,16290.693359375,25988.013671875,-23319.275390625,-1921.18505859375,35262.00390625,-373301.125,15380.3310546875,36235.9375,-37971.875,14850.7802734375,-5342.6650390625,11059.339466365
-31555.337890625,14543.2158203125,22222.142578125,2469.262939453125,25324.59375,-6452.68017578125,-59404.78515625,-56471.4765625,22182.4921875,-2943.577880859375,7761.35107421875,18251.181640625,-25266.14453125,44762.16796875,-330868.28125,19008.865234375,9943.1376953125,-34574.0703125,898.1259765625,-5723.69384765625,37259.18359375,16306.931640625,25947.603515625,-23295.353515625,-1893.508056640625,35278.39453125,-373278.6875,15399.265625,36255.90625,-37934.984375,14856.890625,-5306.533203125,11059.341466365
-31552.0234375,14544.59375,22238.23828125,2468.15087890625,25330.177734375,-6443.201171875,-59401.94140625,-56465.76953125,22186.5546875,-2924.008056640625,7762.94189453125,18253.65234375,-25306.626953125,44740.8515625,-330864.21875,19009.775390625,9888.224609375,-34572.58203125,875.5859985351562,-5718.55908203125,37254.71875,16298.4150390625,25910.93359375,-23306.796875,-1883.7989501953125,35281.640625,-373271.65625,15399.4404296875,36246.62890625,-37920.44921875,14836.9501953125,-5291.60791015625,11059.343466365
-31555.42578125,14544.388671875,22222.423828125,2470.343994140625,25327.5546875,-6449.40576171875,-59403.97265625,-56468.01953125,22179.390625,-2943.0390625,7762.662109375,18233.560546875,-25327.853515625,44724.203125,-330872.03125,19002.01171875,9884.4873046875,-34579.79296875,847.8939819335938,-5722.26806640625,37250.11328125,16285.4130859375,25905.72265625,-23328.822265625,-1888.6500244140625,35279.265625,-373279.21875,15390.791015625,36231.0,-37928.87109375,14818.5322265625,-5299.97705078125,11059.345466364999
-31574.712890625,14531.3427734375,22181.828125,2458.8349609375,25305.0,-6475.94580078125,-59421.59765625,-56486.98828125,22157.982421875,-2987.327880859375,7748.0361328125,18204.748046875,-25322.55078125,44718.69140625,-330900.25,18983.64453125,9920.4072265625,-34598.59765625,833.405029296875,-5743.4638671875,37238.453125,16270.74609375,25923.83203125,-23348.5078125,-1916.18798828125,35263.43359375,-373308.375,15370.544921875,36216.0078125,-37964.1328125,14809.490234375,-5333.63818359375,11059.347466365
-31582.43359375,14520.7099609375,22188.67578125,2447.1279296875,25297.72265625,-6477.72998046875,-59430.60546875,-56493.7890625,22156.05078125,-2975.55908203125,7739.38916015625,18213.111328125,-25314.478515625,44723.52734375,-330908.25,18979.357421875,9913.91796875,-34602.61328125,845.89697265625,-5750.14501953125,37232.71875,16272.337890625,25916.189453125,-23334.896484375,-1919.1199951171875,35260.91015625,-373315.8125,15365.548828125,36217.53125,-37965.63671875,14812.0556640625,-5335.126953125,11059.349466365
-31563.3125,14536.55859375,22237.720703125,2457.60693359375,25323.806640625,-6443.88818359375,-59410.68359375,-56470.92578125,22183.447265625,-2919.636962890625,7756.02392578125,18240.568359375,-25336.51171875,44719.515625,-330881.84375,18996.42578125,9848.75390625,-34582.19921875,850.3300170898438,-5723.7138671875,37242.37890625,16281.3212890625,25878.189453125,-23318.837890625,-1882.7860107421875,35282.45703125,-373286.65625,15383.814453125,36226.890625,-37922.85546875,14808.505859375,-5292.73681640625,11059.351466365
-31557.380859375,14543.79296875,22241.6015625,2464.260009765625,25331.591796875,-6436.1689453125,-59404.21875,-56464.4921875,22186.498046875,-2916.14990234375,7762.60009765625,18229.923828125,-25361.267578125,44700.55078125,-330876.0,18997.1171875,9831.169921875,-34581.40234375,829.0390014648438,-5715.783203125,37240.1328125,16271.8193359375,25864.271484375,-23336.43359375,-1873.64697265625,35287.53515625,-373280.625,15382.5517578125,36215.21484375,-37911.41796875,14790.99609375,-5280.62890625,11059.353466364999
-31566.03515625,14537.0537109375,22207.607421875,2462.489990234375,25318.0625,-6457.39306640625,-59412.09375,-56475.33984375,22168.998046875,-2957.195068359375,7756.64013671875,18203.58984375,-25343.86328125,44698.72265625,-330894.6875,18987.1171875,9895.4296875,-34591.5859375,822.0360107421875,-5730.26416015625,37233.57421875,16262.6845703125,25899.521484375,-23352.48046875,-1893.970947265625,35278.25,-373301.84375,15368.587890625,36206.703125,-37935.91796875,14792.896484375,-5306.97119140625,11059.355466365
-31581.140625,14525.9072265625,22163.130859375,2457.989990234375,25295.689453125,-6490.2138671875,-59429.38671875,-56495.50390625,22147.365234375,-3012.23291015625,7742.52001953125,18185.76953125,-25290.99609375,44724.8125,-330926.40625,18978.5078125,9992.8779296875,-34601.828125,843.2260131835938,-5753.5830078125,37233.53515625,16265.5498046875,25961.763671875,-23349.8125,-1928.3349609375,35266.72265625,-373335.15625,15356.666015625,36212.59375,-37976.32421875,14818.3291015625,-5350.3671875,11059.357466365
-31582.923828125,14521.5224609375,22173.478515625,2452.958984375,25291.552734375,-6493.63916015625,-59435.3125,-56500.32421875,22149.80078125,-3001.3330078125,7737.9140625,18212.099609375,-25239.373046875,44764.63671875,-330934.40625,18988.681640625,10028.9326171875,-34591.68359375,894.2589721679688,-5757.6728515625,37242.8671875,16289.248046875,25990.47265625,-23309.197265625,-1933.3310546875,35269.55859375,-373343.625,15363.234375,36240.8671875,-37977.31640625,14856.4638671875,-5354.37109375,11059.359466365
-31565.501953125,14532.68359375,22222.255859375,2457.429931640625,25313.287109375,-6466.38818359375,-59421.5625,-56482.09375,22174.41796875,-2945.26806640625,7749.9208984375,18248.359375,-25253.212890625,44771.96875,-330912.46875,19009.06640625,9952.4931640625,-34571.23046875,913.5869750976562,-5737.56103515625,37254.51171875,16307.2890625,25951.267578125,-23280.0859375,-1904.7120361328125,35287.21484375,-373319.65625,15382.8779296875,36261.49609375,-37938.87109375,14863.580078125,-5317.248046875,11059.361466365
-31555.373046875,14540.6396484375,22243.865234375,2462.787109375,25326.78125,-6449.26318359375,-59409.6796875,-56470.03515625,22187.470703125,-2920.283935546875,7759.32080078125,18254.89453125,-25291.421875,44752.6953125,-330899.40625,19016.67578125,9891.244140625,-34563.359375,893.47900390625,-5726.10400390625,37253.94921875,16304.044921875,25912.91796875,-23287.287109375,-1886.718017578125,35297.03515625,-373304.84375,15389.3984375,36256.296875,-37917.73828125,14845.13671875,-5294.22314453125,11059.363466365
-31557.580078125,14544.482421875,22229.75390625,2466.9580078125,25324.70703125,-6452.951171875,-59408.671875,-56469.59375,22183.326171875,-2936.64990234375,7760.97021484375,18235.361328125,-25317.099609375,44730.10546875,-330903.96875,19010.234375,9881.0966796875,-34569.16015625,861.698974609375,-5728.123046875,37248.66796875,16288.837890625,25902.4609375,-23313.755859375,-1889.81396484375,35295.22265625,-373310.59375,15382.1962890625,36237.40625,-37923.6484375,14822.453125,-5301.4970703125,11059.365466365
-31568.361328125,14543.0517578125,22199.345703125,2468.556884765625,25313.92578125,-6468.87890625,-59414.97265625,-56478.33203125,22171.34375,-2970.988037109375,7757.51806640625,18212.73828125,-25309.626953125,44725.3125,-330919.625,19000.8984375,9917.859375,-34578.50390625,849.343994140625,-5736.35693359375,37245.63671875,16279.1884765625,25921.1875,-23330.21484375,-1905.70703125,35290.4765625,-373327.65625,15369.9443359375,36224.5390625,-37945.23046875,14816.95703125,-5324.18701171875,11059.367466365
-31569.869140625,14540.3701171875,22209.447265625,2463.22802734375,25314.701171875,-6464.12890625,-59417.0234375,-56477.47265625,22176.15234375,-2954.47607421875,7755.001953125,18219.748046875,-25309.40625,44728.71875,-330922.40625,18999.310546875,9905.6494140625,-34579.16015625,856.697998046875,-5735.2490234375,37245.06640625,16281.3212890625,25912.09375,-23319.2265625,-1900.2440185546875,35293.54296875,-373327.84375,15369.236328125,36226.2421875,-37937.6171875,14816.783203125,-5316.90380859375,11059.369466365
-31554.0859375,14551.0830078125,22251.34765625,2469.403076171875,25335.953125,-6433.671875,-59401.8125,-56457.984375,22197.2109375,-2904.820068359375,7767.5458984375,18238.0625,-25345.4453125,44715.68359375,-330901.96875,19009.564453125,9832.802734375,-34566.66015625,849.7210083007812,-5713.708984375,37249.765625,16281.91015625,25867.5703125,-23312.75390625,-1869.1920166015625,35308.73828125,-373302.8125,15380.0693359375,36226.67578125,-37899.47265625,14803.1064453125,-5278.7119140625,11059.371466364999
-31543.3125,14563.6806640625,22259.802734375,2480.51611328125,25347.9375,-6421.39208984375,-59390.44140625,-56444.9140625,22203.4765625,-2897.56396484375,7779.23681640625,18229.455078125,-25370.03515625,44698.10546875,-330891.65625,19012.228515625,9819.998046875,-34562.140625,828.4520263671875,-5701.1298828125,37252.53125,16275.7158203125,25858.4609375,-23328.587890625,-1854.218017578125,35317.88671875,-373290.71875,15381.8828125,36216.73046875,-37884.03515625,14790.5966796875,-5263.8798828125,11059.373466365
-31558.478515625,14551.9208984375,22220.29296875,2473.0810546875,25328.115234375,-6447.84423828125,-59406.27734375,-56462.2265625,22180.455078125,-2945.069091796875,7767.2099609375,18194.4921875,-25362.55078125,44689.609375,-330914.5625,18993.923828125,9878.1396484375,-34579.9609375,814.0640258789062,-5720.98486328125,37241.65234375,16259.0009765625,25887.921875,-23353.615234375,-1880.2869873046875,35303.37890625,-373316.625,15363.552734375,36200.72265625,-37913.9921875,14786.2060546875,-5294.67578125,11059.375466365
-31576.056640625,14538.87109375,22170.44140625,2465.5810546875,25301.904296875,-6483.6181640625,-59424.73046875,-56486.3203125,22155.900390625,-3002.7041015625,7752.09619140625,18170.873046875,-25315.22265625,44708.3671875,-330947.40625,18979.7421875,9969.30859375,-34594.84375,831.4199829101562,-5747.81591796875,37235.51953125,16254.2958984375,25942.82421875,-23358.568359375,-1917.0460205078125,35287.46484375,-373353.03125,15347.7646484375,36199.62109375,-37956.0859375,14805.8857421875,-5339.7470703125,11059.377466365
-31584.03515625,14524.7470703125,22170.53515625,2452.09912109375,25290.603515625,-6495.64013671875,-59435.48046875,-56500.26171875,22151.158203125,-3000.94091796875,7738.31787109375,18186.748046875,-25271.482421875,44736.8671875,-330962.9375,18979.080078125,9997.443359375,-34597.00390625,871.3179931640625,-5760.6650390625,37235.10546875,16267.826171875,25963.11328125,-23329.369140625,-1931.2650146484375,35280.15234375,-373369.6875,15346.7734375,36218.3515625,-37965.0390625,14833.7900390625,-5350.7548828125,11059.379466365
-31569.806640625,14532.1650390625,22214.0546875,2453.736083984375,25308.1171875,-6471.037109375,-59424.58203125,-56484.6640625,22172.0859375,-2949.23388671875,7746.10205078125,18220.259765625,-25280.76171875,44741.875,-330944.71875,18995.744140625,9928.3857421875,-34579.0625,887.5130004882812,-5745.2587890625,37244.8828125,16283.7255859375,25927.078125,-23303.50390625,-1906.198974609375,35294.078125,-373350.5625,15365.0947265625,36236.4375,-37929.15234375,14837.8857421875,-5318.35400390625,11059.381466365
-31558.033203125,14543.4169921875,22238.080078125,2463.592041015625,25324.564453125,-6450.88623046875,-59412.515625,-56470.5078125,22186.322265625,-2921.902099609375,7758.61279296875,18229.57421875,-25313.158203125,44727.07421875,-330929.78125,19004.365234375,9872.001953125,-34568.34375,870.8280029296875,-5729.8017578125,37249.55078125,16284.041015625,25894.31640625,-23307.134765625,-1885.6719970703125,35304.81640625,-373332.5,15375.1953125,36234.2265625,-37905.1953125,14822.6376953125,-5294.5830078125,11059.383466365
-31558.271484375,14548.208984375,22224.296875,2470.177978515625,25323.931640625,-6453.18994140625,-59410.015625,-56467.31640625,22182.40625,-2936.741943359375,7762.4521484375,18210.05859375,-25337.92578125,44707.12890625,-330932.90625,19000.30078125,9861.4697265625,-34573.73046875,845.2890014648438,-5728.0732421875,37244.69921875,16270.396484375,25884.33203125,-23329.521484375,-1887.2889404296875,35303.8671875,-373335.875,15370.0732421875,36216.69140625,-37908.8671875,14801.8779296875,-5297.30419921875,11059.385466365
-31569.31640625,14544.0703125,22191.525390625,2470.85888671875,25311.849609375,-6470.06884765625,-59416.85546875,-56477.09765625,22169.427734375,-2971.73095703125,7757.27783203125,18188.056640625,-25331.61328125,44704.5234375,-330949.34375,18988.970703125,9898.490234375,-34584.51953125,836.8499755859375,-5739.2080078125,37239.2578125,16260.4990234375,25903.76171875,-23345.603515625,-1903.9339599609375,35296.59765625,-373355.1875,15358.4443359375,36205.4296875,-37932.984375,14795.8994140625,-5320.98779296875,11059.387466365
-31572.9375,14539.15625,22198.55859375,2463.864990234375,25311.197265625,-6466.125,-59420.3828125,-56479.1484375,22170.068359375,-2956.179931640625,7752.85302734375,18194.8515625,-25330.640625,44705.94921875,-330952.78125,18986.544921875,9885.6171875,-34584.30859375,845.5460205078125,-5739.7509765625,37237.01171875,16262.6630859375,25893.40625,-23337.880859375,-1900.52099609375,35296.63671875,-373355.6875,15356.7041015625,36206.3359375,-37927.41015625,14795.6181640625,-5316.1767578125,11059.389466364999
-31563.951171875,14544.0654296875,22235.388671875,2461.873046875,25325.8203125,-6442.6259765625,-59412.9921875,-56466.47265625,22184.923828125,-2912.321044921875,7759.68310546875,18209.0859375,-25360.6015625,44691.9140625,-330938.75,18991.599609375,9821.64453125,-34577.5390625,840.3189697265625,-5725.3271484375,37237.00390625,16263.7509765625,25852.078125,-23334.04296875,-1875.6199951171875,35306.66015625,-373337.9375,15362.54296875,36203.9140625,-37895.01171875,14781.4609375,-5285.208984375,11059.391466365
-31556.458984375,14551.9560546875,22241.228515625,2468.653076171875,25334.82421875,-6433.58203125,-59404.453125,-56456.98046875,22189.482421875,-2908.39794921875,7767.669921875,18201.1875,-25378.38671875,44678.49609375,-330931.15625,18994.142578125,9818.4462890625,-34575.0234375,825.1079711914062,-5716.591796875,37236.87890625,16258.8837890625,25846.953125,-23347.4453125,-1863.72998046875,35312.21875,-373330.125,15363.69921875,36195.8984375,-37883.75,14769.1826171875,-5273.21484375,11059.393466365
-31564.705078125,14547.8701171875,22207.09375,2469.1279296875,25322.2421875,-6452.873046875,-59412.046875,-56467.015625,22172.646484375,-2949.260009765625,7761.759765625,18175.650390625,-25360.01171875,44678.79296875,-330949.0,18983.9140625,9882.427734375,-34584.64453125,820.1699829101562,-5728.74609375,37231.609375,16250.98828125,25882.626953125,-23362.40625,-1883.968994140625,35303.37109375,-373348.3125,15353.671875,36188.17578125,-37905.984375,14771.6064453125,-5297.52587890625,11059.395466365
-31583.21875,14534.1220703125,22157.728515625,2461.571044921875,25295.31640625,-6490.408203125,-59432.5,-56492.046875,22148.482421875,-3008.0458984375,7745.79296875,18153.767578125,-25309.08203125,44702.22265625,-330982.65625,18971.44921875,9979.24609375,-34598.1875,839.1519775390625,-5756.4208984375,37228.76953125,16251.5048828125,25944.623046875,-23364.1875,-1923.7750244140625,35288.48046875,-373385.65625,15340.94921875,36190.30859375,-37949.5703125,14794.62890625,-5344.375,11059.397466365
-31581.34375,14532.099609375,22168.8671875,2458.60595703125,25293.1953125,-6491.96484375,-59434.55078125,-56493.78125,22156.09765625,-2996.22509765625,7743.52880859375,18184.974609375,-25252.763671875,44746.7265625,-330987.78125,18984.6875,10022.34375,-34587.671875,894.8679809570312,-5759.07421875,37244.16015625,16280.8974609375,25981.603515625,-23323.275390625,-1926.510009765625,35293.58203125,-373392.375,15352.7529296875,36224.0078125,-37948.9140625,14839.490234375,-5347.298828125,11059.399466365
-31562.96875,14541.8427734375,22217.322265625,2464.873046875,25315.314453125,-6463.9580078125,-59418.85546875,-56475.609375,22182.5078125,-2938.282958984375,7756.119140625,18227.419921875,-25261.19921875,44760.0546875,-330965.28125,19005.84765625,9957.69140625,-34566.9375,921.9190063476562,-5738.03076171875,37260.96875,16303.232421875,25951.048828125,-23293.357421875,-1896.761962890625,35310.72265625,-373369.6875,15375.888671875,36250.24609375,-37910.63671875,14853.7138671875,-5310.544921875,11059.401466365
-31556.16796875,14546.70703125,22236.171875,2467.10498046875,25325.072265625,-6450.09814453125,-59412.05078125,-56468.44140625,22190.998046875,-2915.943115234375,7762.01611328125,18232.431640625,-25303.046875,44741.34375,-330957.28125,19008.9375,9897.580078125,-34562.00390625,904.2999877929688,-5728.89111328125,37260.9375,16300.796875,25914.037109375,-23301.212890625,-1882.4730224609375,35317.0234375,-373359.6875,15379.8642578125,36244.85546875,-37892.21484375,14835.4501953125,-5292.51611328125,11059.403466365
-31555.830078125,14554.3935546875,22226.115234375,2474.4150390625,25327.603515625,-6449.26220703125,-59407.3125,-56464.0078125,22190.732421875,-2928.052001953125,7768.52294921875,18218.478515625,-25332.609375,44723.1171875,-330958.5625,19008.330078125,9881.984375,-34562.203125,876.9130249023438,-5725.8349609375,37261.60546875,16289.318359375,25902.154296875,-23324.763671875,-1881.68603515625,35319.8125,-373360.375,15376.8525390625,36231.35546875,-37893.01171875,14815.2548828125,-5293.294921875,11059.405466365
-31581.79296875,14534.720703125,22178.951171875,2459.3759765625,25299.69921875,-6482.580078125,-59431.97265625,-56489.0625,22161.576171875,-2979.887939453125,7748.21484375,18180.6015625,-25345.087890625,44702.4921875,-330991.78125,18981.9921875,9901.7197265625,-34588.1328125,848.7080078125,-5753.10595703125,37242.734375,16263.6806640625,25903.525390625,-23357.888671875,-1915.9439697265625,35296.76953125,-373395.34375,15349.03125,36202.03515625,-37932.09765625,14792.7333984375,-5332.0859375,11059.407466364999
-31583.220703125,14530.939453125,22191.34765625,2455.722900390625,25300.52734375,-6475.87109375,-59432.70703125,-56487.328125,22165.408203125,-2960.701904296875,7746.705078125,18191.234375,-25338.302734375,44708.21484375,-330991.75,18982.3984375,9893.5810546875,-34587.5078125,860.5770263671875,-5750.54296875,37243.38671875,16269.1513671875,25896.107421875,-23344.189453125,-1909.0860595703125,35299.49609375,-373395.03125,15350.521484375,36206.171875,-37923.83203125,14795.0595703125,-5325.330078125,11059.409466365
-31565.546875,14543.3076171875,22234.1171875,2463.23193359375,25322.9609375,-6444.18505859375,-59415.51171875,-56465.6796875,22188.056640625,-2908.7470703125,7760.93896484375,18211.572265625,-25366.826171875,44697.27734375,-330969.25,18994.23046875,9822.4248046875,-34574.1484375,856.1240234375,-5727.07080078125,37249.26953125,16275.02734375,25852.341796875,-23335.529296875,-1875.4649658203125,35316.87109375,-373367.21875,15364.8974609375,36209.12890625,-37883.0078125,14783.5634765625,-5285.12109375,11059.411466365
-31554.66796875,14555.1240234375,22240.8046875,2473.5400390625,25335.474609375,-6429.71923828125,-59402.9765625,-56452.89453125,22194.666015625,-2902.2548828125,7772.97216796875,18204.619140625,-25388.89453125,44680.46484375,-330958.21875,18996.732421875,9810.0947265625,-34569.30859375,836.4600219726562,-5715.0,37252.30078125,16268.8916015625,25843.70703125,-23351.357421875,-1861.2080078125,35325.46875,-373356.0,15369.1181640625,36200.2265625,-37866.26171875,14769.951171875,-5269.06396484375,11059.413466365
-31560.80078125,14554.259765625,22209.083984375,2476.446044921875,25325.943359375,-6447.18798828125,-59408.05078125,-56460.86328125,22180.279296875,-2940.5810546875,7769.666015625,18179.951171875,-25371.408203125,44680.390625,-330971.84375,18987.802734375,9873.0712890625,-34578.80859375,830.6909790039062,-5724.22900390625,37249.6953125,16259.3681640625,25880.89453125,-23366.306640625,-1878.737060546875,35319.1171875,-373373.28125,15360.25,36191.93359375,-37885.40234375,14772.7509765625,-5290.91796875,11059.415466365
-31580.009765625,14540.4423828125,22158.154296875,2468.049072265625,25299.763671875,-6484.9580078125,-59428.46484375,-56485.03125,22153.923828125,-3000.89306640625,7753.259765625,18156.498046875,-25323.396484375,44698.8984375,-331004.9375,18974.185546875,9964.4189453125,-34595.5234375,845.844970703125,-5751.2509765625,37245.53515625,16256.7353515625,25939.41796875,-23371.546875,-1918.4599609375,35302.62109375,-373410.625,15344.55859375,36192.9140625,-37928.5078125,14792.29296875,-5337.998046875,11059.417466365
-31590.4375,14525.8681640625,22155.869140625,2454.123046875,25284.548828125,-6498.05615234375,-59444.25390625,-56499.09375,22146.97265625,-3001.376953125,7738.5341796875,18172.619140625,-25280.365234375,44729.703125,-331023.09375,18973.611328125,9998.0087890625,-34598.19921875,887.3699951171875,-5766.31494140625,37247.80859375,16272.708984375,25965.056640625,-23342.57421875,-1933.3260498046875,35294.92578125,-373429.40625,15342.7783203125,36212.2578125,-37942.79296875,14822.978515625,-5353.64013671875,11059.419466365
-31573.458984375,14534.5830078125,22203.642578125,2459.506103515625,25303.349609375,-6472.03076171875,-59430.5625,-56483.078125,22170.326171875,-2944.534912109375,7749.5810546875,18210.53515625,-25285.955078125,44742.5078125,-331003.34375,18993.39453125,9935.3056640625,-34577.734375,914.760986328125,-5746.8828125,37261.72265625,16293.9501953125,25935.25390625,-23311.337890625,-1905.2080078125,35310.99609375,-373407.3125,15362.455078125,36234.83984375,-37906.125,14835.1943359375,-5319.52783203125,11059.421466365
-31556.3671875,14550.400390625,22233.056640625,2471.738037109375,25324.78125,-6447.85400390625,-59412.73046875,-56463.2421875,22188.7421875,-2911.197021484375,7765.64794921875,18224.955078125,-25317.408203125,44732.25390625,-330983.90625,19005.3203125,9879.9326171875,-34563.3046875,904.552978515625,-5728.19580078125,37272.1875,16299.248046875,25905.15625,-23309.953125,-1879.614013671875,35327.171875,-373386.78125,15377.94140625,36238.9375,-37876.56640625,14827.173828125,-5290.06005859375,11059.423466365
-31565.947265625,14545.2724609375,22211.962890625,2468.72607421875,25315.669921875,-6457.583984375,-59418.0703125,-56470.0546875,22176.4609375,-2934.22509765625,7759.2919921875,18198.146484375,-25355.056640625,44703.546875,-330996.4375,18990.25,9859.828125,-34576.7421875,867.344970703125,-5735.7880859375,37261.5390625,16276.423828125,25884.28125,-23341.84765625,-1889.760009765625,35316.9609375,-373398.46875,15364.9755859375,36214.4765625,-37889.01953125,14798.7451171875,-5302.61376953125,11059.425466364999
-31583.806640625,14534.5322265625,22173.66796875,2461.6708984375,25295.060546875,-6481.34521484375,-59434.00390625,-56487.265625,22155.31640625,-2975.75390625,7746.38916015625,18170.322265625,-25356.205078125,44692.07421875,-331021.03125,18972.931640625,9891.0654296875,-34594.8359375,849.0579833984375,-5753.81494140625,37251.00390625,16258.0107421875,25898.322265625,-23363.947265625,-1915.1099853515625,35302.7109375,-373425.75,15347.384765625,36194.9296875,-37918.515625,14785.427734375,-5333.0419921875,11059.427466365
-31586.75,14531.6220703125,22185.044921875,2457.5048828125,25296.1015625,-6474.7421875,-59436.546875,-56486.82421875,22158.81640625,-2959.089111328125,7744.81494140625,18180.1015625,-25353.18359375,44694.14453125,-331022.375,18972.603515625,9877.84765625,-34595.34375,857.0440063476562,-5752.15283203125,37250.4140625,16261.9384765625,25888.494140625,-23353.365234375,-1910.698974609375,35304.46484375,-373425.65625,15347.6376953125,36197.828125,-37911.4453125,14783.6103515625,-5325.8798828125,11059.429466365
-31566.9375,14546.255859375,22230.56640625,2467.10888671875,25321.28515625,-6441.1201171875,-59417.03125,-56463.26171875,22184.365234375,-2906.419921875,7760.97900390625,18201.232421875,-25381.41796875,44685.4765625,-330995.9375,18985.185546875,9806.794921875,-34581.07421875,854.7100219726562,-5727.81884765625,37257.82421875,16268.2060546875,25847.73828125,-23343.78125,-1875.83203125,35322.4453125,-373396.46875,15362.78125,36201.20703125,-37869.36328125,14773.748046875,-5284.30712890625,11059.431466365
-31557.91796875,14555.7578125,22235.814453125,2475.409912109375,25330.634765625,-6430.39111328125,-59406.98828125,-56453.04296875,22191.0078125,-2901.094970703125,7770.76123046875,18191.765625,-25403.4453125,44668.2421875,-330986.25,18986.046875,9794.400390625,-34579.51953125,831.68798828125,-5717.7177734375,37256.984375,16259.98828125,25836.384765625,-23360.193359375,-1862.5360107421875,35329.7265625,-373387.65625,15363.7685546875,36190.67578125,-37854.515625,14758.359375,-5270.97802734375,11059.433466365
-31569.001953125,14548.32421875,22199.828125,2472.251953125,25316.20703125,-6453.1728515625,-59418.83203125,-56466.58203125,22171.923828125,-2944.1708984375,7762.57080078125,18162.095703125,-25386.69140625,44664.56640625,-331007.09375,18971.41015625,9859.6025390625,-34592.9453125,820.6599731445312,-5733.337890625,37250.07421875,16247.0166015625,25871.259765625,-23381.396484375,-1884.866943359375,35317.87109375,-373410.71875,15350.3583984375,36178.58203125,-37879.85546875,14757.2958984375,-5298.201171875,11059.435466365
-31592.89453125,14527.91015625,22143.6953125,2457.462890625,25283.751953125,-6495.37890625,-59444.859375,-56497.203125,22140.8359375,-3008.139892578125,7739.2490234375,18134.50390625,-25340.46484375,44683.9921875,-331048.65625,18951.36328125,9957.2919921875,-34613.65625,834.8209838867188,-5766.76806640625,37240.95703125,16240.880859375,25929.234375,-23389.572265625,-1930.0849609375,35293.78515625,-373453.84375,15331.056640625,36175.20703125,-37929.99609375,14775.9091796875,-5351.4267578125,11059.437466365
-31595.580078125,14520.3046875,22148.525390625,2450.825927734375,25276.1484375,-6502.47412109375,-59453.26953125,-56504.7265625,22141.55859375,-3002.381103515625,7732.26806640625,18160.861328125,-25288.248046875,44725.11328125,-331058.46875,18959.279296875,10002.078125,-34608.1953125,887.6599731445312,-5773.5068359375,37251.6796875,16265.2939453125,25963.494140625,-23351.4921875,-1938.2340087890625,35294.07421875,-373465.09375,15337.7021484375,36204.2578125,-37935.13671875,14815.6494140625,-5359.0439453125,11059.439466365
-31569.962890625,14539.24609375,22204.91796875,2466.0380859375,25304.40234375,-6466.09423828125,-59429.3203125,-56478.04296875,22174.29296875,-2939.97412109375,7753.9228515625,18207.955078125,-25289.234375,44743.65234375,-331028.34375,18989.21484375,9936.6796875,-34579.93359375,920.280029296875,-5746.35791015625,37274.25,16293.3876953125,25935.28515625,-23313.83984375,-1901.280029296875,35319.74609375,-373433.5625,15368.4404296875,36234.98828125,-37889.25,14835.6533203125,-5314.6337890625,11059.441466365
-31559.89453125,14548.73828125,22228.703125,2472.407958984375,25319.37890625,-6446.81201171875,-59417.68359375,-56464.69921875,22186.279296875,-2914.43896484375,7764.0361328125,18215.134765625,-25326.55859375,44727.2421875,-331015.40625,18998.5625,9873.0615234375,-34570.0078125,903.6160278320312,-5732.796875,37277.546875,16290.498046875,25897.140625,-23320.298828125,-1881.8890380859375,35328.5703125,-373419.09375,15376.4443359375,36231.796875,-37865.3828125,14819.1865234375,-5293.01513671875,11059.443466364999
-31564.08984375,14548.802734375,22213.2421875,2473.99609375,25316.421875,-6451.8291015625,-59418.859375,-56466.83203125,22179.5,-2931.261962890625,7763.47802734375,18194.248046875,-25359.775390625,44703.22265625,-331022.96875,18990.41015625,9856.125,-34577.28515625,872.4860229492188,-5734.798828125,37270.64453125,16273.5478515625,25883.76953125,-23348.37109375,-1887.387939453125,35323.87890625,-373426.0625,15367.568359375,36211.83984375,-37872.578125,14794.083984375,-5301.01611328125,11059.445466365
