time stamp,marker
3206163.348315644,[629]
3206163.8496961,[630]
3206163.8493156442,[630]
3206164.350276111,[631]
3206164.3493156442,[631]
3206164.851198184,[632]
3206164.850315644,[632]
3206165.351647277,[633]
3206165.351315644,[633]
3206165.852159824,[634]
3206165.851315644,[634]
3206166.352212519,[635]
3206166.351315644,[635]
3206166.852583937,[636]
3206166.852315644,[636]
3206167.352718684,[637]
3206167.352315644,[637]
3206167.85316413,[638]
3206167.852315644,[638]
3206168.354092038,[639]
3206168.353315644,[639]
3206168.854366818,[640]
3206168.854315644,[640]
3206169.35533484,[641]
3206169.355315644,[641]
3206169.855952776,[642]
3206169.855315644,[642]
3206170.356142953,[643]
3206170.355315644,[643]
3206170.856800274,[644]
3206170.856315644,[644]
3206171.357008319,[645]
3206171.356315644,[645]
3206171.85789903,[646]
3206171.857315644,[646]
3206172.358520249,[647]
3206172.358315644,[647]
3206172.859315051,[648]
3206172.858315644,[648]
3206173.359787484,[649]
3206173.359315644,[649]
3206173.860154526,[650]
3206173.859315644,[650]
3206174.360703539,[651]
3206174.360315644,[651]
3206174.860747482,[652]
3206174.860315644,[652]
3206175.361111243,[653]
3206175.360315644,[653]
3206175.861343356,[654]
3206175.860315644,[654]
3206176.361432154,[655]
3206176.361315644,[655]
3206176.8614451,[656]
3206176.861315644,[656]
3206177.362102421,[657]
3206177.361315644,[657]
3206177.862544221,[658]
3206177.862315644,[658]
3206178.363542875,[659]
3206178.363315644,[659]
3206178.863699501,[660]
3206178.863315644,[660]
3206179.364561403,[661]
3206179.364315644,[661]
3206179.865147614,[662]
3206179.864315644,[662]
3206180.365865105,[663]
3206180.365315644,[663]
3206180.865998393,[664]
3206180.865315644,[664]
3206181.366816899,[665]
3206181.3663156442,[665]
3206181.867568306,[666]
3206181.867315644,[666]
3206182.367787656,[667]
3206182.367315644,[667]
3206182.868855962,[668]
3206182.868315644,[668]
3206183.369045774,[669]
3206183.368315644,[669]
3206183.869588953,[670]
3206183.869315644,[670]
3206184.370492792,[671]
3206184.370315644,[671]
3206184.87133172,[672]
3206184.871315644,[672]
3206185.371998157,[673]
3206185.371315644,[673]
3206185.872910384,[674]
3206185.872315644,[674]
3206186.373854702,[675]
3206186.373315644,[675]
3206186.874644399,[676]
3206186.874315644,[676]
3206187.375340375,[677]
3206187.374315644,[677]
3206187.876243485,[678]
3206187.875315644,[678]
3206188.376591929,[679]
3206188.376315644,[679]
3206188.877212054,[680]
3206188.876315644,[680]
3206189.377573626,[681]
3206189.377315644,[681]
3206189.877894355,[682]
3206189.877315644,[682]
3206190.378229306,[683]
3206190.377315644,[683]
3206190.878564257,[684]
3206190.878315644,[684]
3206191.379431629,[685]
3206191.379315644,[685]
3206191.879776062,[686]
3206191.879315644,[686]
3206192.380615354,[687]
3206192.380315644,[687]
3206192.880653827,[688]
3206192.880315644,[688]
3206193.381855239,[689]
3206193.381315644,[689]
3206193.88248521,[690]
3206193.882315644,[690]
3206194.382945243,[691]
3206194.382315644,[691]
3206194.883424969,[692]
3206194.883315644,[692]
3206195.383748615,[693]
3206195.383315644,[693]
3206195.884107635,[694]
3206195.883315644,[694]
3206196.38439372,[695]
3206196.384315644,[695]
3206196.885247964,[696]
3206196.884315644,[696]
3206197.38571602,[697]
3206197.385315644,[697]
3206197.886125729,[698]
3206197.885315644,[698]
3206198.386432236,[699]
3206198.386315644,[699]
3206198.886749683,[700]
3206198.886315644,[700]
3206199.387426696,[701]
3206199.387315644,[701]
3206199.887721898,[702]
3206199.887315644,[702]
3206200.388036063,[703]
3206200.387315644,[703]
3206200.888398729,[704]
3206200.888315644,[704]
3206201.388820472,[705]
3206201.388315644,[705]
3206201.889118227,[706]
3206201.888315644,[706]
3206202.38956732,[707]
3206202.389315644,[707]
3206202.890418282,[708]
3206202.890315644,[708]
3206203.390465507,[709]
3206203.390315644,[709]
3206203.890606088,[710]
3206203.890315644,[710]
3206204.390733176,[711]
3206204.390315644,[711]
3206204.891691716,[712]
3206204.891315644,[712]
3206205.392469015,[713]
3206205.392315644,[713]
3206205.893388899,[714]
3206205.893315644,[714]
3206206.394155987,[715]
3206206.393315644,[715]
3206206.894219987,[716]
3206206.893315644,[716]
3206207.394460123,[717]
3206207.394315644,[717]
3206207.895007678,[718]
3206207.894315644,[718]
3206208.395568726,[719]
3206208.395315644,[719]
3206208.895823814,[720]
3206208.895315644,[720]
3206209.396101876,[721]
3206209.395315644,[721]
3206209.896885009,[722]
3206209.896315644,[722]
3206210.397479242,[723]
3206210.397315644,[723]
3206210.897880199,[724]
3206210.897315644,[724]
3206211.398342785,[725]
3206211.398315644,[725]
3206211.899393222,[726]
3206211.899315644,[726]
3206212.399908321,[727]
3206212.399315644,[727]
3206212.90079648,[728]
3206212.900315644,[728]
3206213.401220046,[729]
3206213.400315644,[729]
3206213.901491544,[730]
3206213.901315644,[730]
3206214.402493845,[731]
3206214.402315644,[731]
3206214.903272237,[732]
3206214.902315644,[732]
3206215.404099495,[733]
3206215.4033156442,[733]
3206215.904244453,[734]
3206215.9033156442,[734]
3206216.405025762,[735]
3206216.404315644,[735]
3206216.905796496,[736]
3206216.905315644,[736]
3206217.406580723,[737]
3206217.406315644,[737]
3206217.906929896,[738]
3206217.906315644,[738]
3206218.407150341,[739]
3206218.406315644,[739]
3206218.90802063,[740]
3206218.907315644,[740]
3206219.40860684,[741]
3206219.408315644,[741]
3206219.908786441,[742]
3206219.908315644,[742]
3206220.409061586,[743]
3206220.408315644,[743]
3206220.909614246,[744]
3206220.909315644,[744]
3206221.410435305,[745]
3206221.410315644,[745]
3206221.91111633,[746]
3206221.910315644,[746]
3206222.411193458,[747]
3206222.410315644,[747]
3206222.911915691,[748]
3206222.911315644,[748]
3206223.412617866,[749]
3206223.412315644,[749]
3206223.91354468,[750]
3206223.913315644,[750]
3206224.414237374,[751]
3206224.413315644,[751]
3206224.915208678,[752]
3206224.914315644,[752]
3206225.415170205,[753]
3206225.414315644,[753]
3206225.916025543,[754]
3206225.915315644,[754]
3206226.416333508,[755]
3206226.416315644,[755]
3206226.916472631,[756]
3206226.916315644,[756]
3206227.41679263,[757]
3206227.416315644,[757]
3206227.917088561,[758]
3206227.916315644,[758]
3206228.41712594,[759]
3206228.416315644,[759]
3206228.917563,[760]
3206228.917315644,[760]
3206229.418156503,[761]
3206229.417315644,[761]
3206229.918384605,[762]
3206229.918315644,[762]
3206230.418496742,[763]
3206230.418315644,[763]
3206230.918603773,[764]
3206230.918315644,[764]
3206231.418933619,[765]
3206231.418315644,[765]
3206231.919454188,[766]
3206231.919315644,[766]
3206232.419683384,[767]
3206232.419315644,[767]
3206232.919732797,[768]
3206232.919315644,[768]
3206233.419901823,[769]
3206233.419315644,[769]
3206233.920190461,[770]
3206233.919315644,[770]
3206234.420557868,[771]
3206234.4203156442,[771]
3206234.920862186,[772]
3206234.9203156442,[772]
3206235.421228864,[773]
3206235.4203156442,[773]
3206235.921557616,[774]
3206235.921315644,[774]
3206236.421924293,[775]
3206236.421315644,[775]
3206236.922216942,[776]
3206236.921315644,[776]
3206237.422558093,[777]
3206237.422315644,[777]
3206237.922941181,[778]
3206237.922315644,[778]
3206238.423483995,[779]
3206238.423315644,[779]
3206238.924287549,[780]
3206238.923315644,[780]
3206239.425039685,[781]
3206239.424315644,[781]
3206239.925091651,[782]
3206239.924315644,[782]
3206240.425432802,[783]
3206240.425315644,[783]
3206240.926234897,[784]
3206240.925315644,[784]
3206241.426265712,[785]
3206241.425315644,[785]
3206241.927131261,[786]
3206241.926315644,[786]
3206242.427161346,[787]
3206242.426315644,[787]
3206242.927126885,[788]
3206242.926315644,[788]
3206243.428114963,[789]
3206243.427315644,[789]
3206243.928753686,[790]
3206243.928315644,[790]
3206244.428894997,[791]
3206244.428315644,[791]
3206244.929241617,[792]
3206244.928315644,[792]
3206245.429295406,[793]
3206245.428315644,[793]
3206245.929583315,[794]
3206245.929315644,[794]
3206246.429928477,[795]
3206246.429315644,[795]
3206246.930323963,[796]
3206246.930315644,[796]
3206247.430370824,[797]
3206247.430315644,[797]
3206247.93153978,[798]
3206247.931315644,[798]
3206248.432282069,[799]
3206248.431315644,[799]
3206248.933295675,[800]
3206248.932315644,[800]
3206249.433371344,[801]
3206249.433315644,[801]
3206249.933802204,[802]
3206249.933315644,[802]
3206250.434616699,[803]
3206250.434315644,[803]
3206250.935406396,[804]
3206250.935315644,[804]
3206251.435574327,[805]
3206251.435315644,[805]
3206251.935950486,[806]
3206251.935315644,[806]
3206252.436685847,[807]
3206252.436315644,[807]
3206252.936825699,[808]
3206252.936315644,[808]
3206253.437826176,[809]
3206253.437315644,[809]
3206253.93804662,[810]
3206253.937315644,[810]
3206254.438671121,[811]
3206254.438315644,[811]
3206254.939200442,[812]
3206254.938315644,[812]
3206255.439289604,[813]
3206255.438315644,[813]
3206255.939703689,[814]
3206255.939315644,[814]
3206256.440290264,[815]
3206256.439315644,[815]
3206256.941143049,[816]
3206256.940315644,[816]
3206257.441520667,[817]
3206257.441315644,[817]
3206257.942392415,[818]
3206257.942315644,[818]
3206258.44280723,[819]
3206258.442315644,[819]
3206258.943182295,[820]
3206258.942315644,[820]
3206259.443671137,[821]
3206259.443315644,[821]
3206259.944068083,[822]
3206259.943315644,[822]
3206260.444634965,[823]
3206260.444315644,[823]
3206260.945263477,[824]
3206260.944315644,[824]
3206261.445336958,[825]
3206261.445315644,[825]
3206261.946340353,[826]
3206261.946315644,[826]
3206262.446470723,[827]
3206262.446315644,[827]
3206262.946842142,[828]
3206262.946315644,[828]
3206263.447211372,[829]
3206263.446315644,[829]
3206263.947702767,[830]
3206263.947315644,[830]
3206264.448012192,[831]
3206264.447315644,[831]
3206264.948253057,[832]
3206264.947315644,[832]
3206265.448946846,[833]
3206265.448315644,[833]
3206265.949685853,[834]
3206265.949315644,[834]
3206266.450245807,[835]
3206266.449315644,[835]
3206266.950290479,[836]
3206266.949315644,[836]
3206267.450340257,[837]
3206267.450315644,[837]
3206267.950541373,[838]
3206267.950315644,[838]
3206268.451440837,[839]
3206268.451315644,[839]
3206268.951883001,[840]
3206268.951315644,[840]
3206269.45219826,[841]
3206269.451315644,[841]
3206269.952377861,[842]
3206269.952315644,[842]
3206270.452962613,[843]
3206270.452315644,[843]
3206270.953010567,[844]
3206270.952315644,[844]
3206271.453237575,[845]
3206271.452315644,[845]
3206271.953721312,[846]
3206271.953315644,[846]
3206272.454378634,[847]
3206272.454315644,[847]
3206272.954828456,[848]
3206272.954315644,[848]
3206273.455509846,[849]
3206273.455315644,[849]
3206273.956120854,[850]
3206273.955315644,[850]
3206274.457054961,[851]
3206274.456315644,[851]
3206274.95753104,[852]
3206274.9573156442,[852]
3206275.457705535,[853]
3206275.4573156442,[853]
3206275.958593329,[854]
3206275.958315644,[854]
3206276.459037682,[855]
3206276.458315644,[855]
3206276.959489693,[856]
3206276.959315644,[856]
3206277.460487253,[857]
3206277.460315644,[857]
3206277.960773338,[858]
3206277.960315644,[858]
3206278.46081254,[859]
3206278.460315644,[859]
3206278.961108836,[860]
3206278.960315644,[860]
3206279.461214408,[861]
3206279.460315644,[861]
3206279.962172948,[862]
3206279.961315644,[862]
3206280.462331034,[863]
3206280.462315644,[863]
3206280.962907033,[864]
3206280.962315644,[864]
3206281.463732103,[865]
3206281.463315644,[865]
3206281.964692467,[866]
3206281.964315644,[866]
3206282.465285241,[867]
3206282.464315644,[867]
3206282.965402118,[868]
3206282.965315644,[868]
3206283.466239222,[869]
3206283.465315644,[869]
3206283.966582561,[870]
3206283.966315644,[870]
3206284.466549923,[871]
3206284.466315644,[871]
3206284.967435529,[872]
3206284.967315644,[872]
3206285.468196781,[873]
3206285.467315644,[873]
3206285.969147298,[874]
3206285.968315644,[874]
3206286.46929335,[875]
3206286.468315644,[875]
3206286.969521087,[876]
3206286.969315644,[876]
3206287.469619002,[877]
3206287.469315644,[877]
3206287.970435684,[878]
3206287.970315644,[878]
3206288.470548186,[879]
3206288.470315644,[879]
3206288.971443637,[880]
3206288.971315644,[880]
3206289.471705654,[881]
3206289.471315644,[881]
3206289.972236434,[882]
3206289.971315644,[882]
3206290.473046917,[883]
3206290.472315644,[883]
3206290.973664125,[884]
3206290.973315644,[884]
3206291.473773709,[885]
3206291.473315644,[885]
3206291.974586745,[886]
3206291.9743156442,[886]
3206292.475453752,[887]
3206292.475315644,[887]
3206292.976122013,[888]
3206292.975315644,[888]
3206293.476942343,[889]
3206293.476315644,[889]
3206293.977464735,[890]
3206293.977315644,[890]
3206294.477820108,[891]
3206294.477315644,[891]
3206294.978479252,[892]
3206294.978315644,[892]
3206295.478583002,[893]
3206295.478315644,[893]
3206295.978725406,[894]
3206295.978315644,[894]
3206296.479095001,[895]
3206296.478315644,[895]
3206296.979364311,[896]
3206296.979315644,[896]
3206297.480141245,[897]
3206297.479315644,[897]
3206297.980500264,[898]
3206297.980315644,[898]
3206298.480820628,[899]
3206298.480315644,[899]
3206298.981145369,[900]
3206298.980315644,[900]
3206299.481486519,[901]
3206299.481315644,[901]
3206299.982019852,[902]
3206299.981315644,[902]
3206300.482392729,[903]
3206300.482315644,[903]
3206300.982822859,[904]
3206300.982315644,[904]
3206301.483750402,[905]
3206301.483315644,[905]
3206301.984614492,[906]
3206301.984315644,[906]
3206302.48495309,[907]
3206302.484315644,[907]
3206302.985977271,[908]
3206302.985315644,[908]
3206303.486052941,[909]
3206303.485315644,[909]
3206303.986772985,[910]
3206303.986315644,[910]
3206304.486862877,[911]
3206304.486315644,[911]
3206304.986896244,[912]
3206304.986315644,[912]
3206305.487297566,[913]
3206305.486315644,[913]
3206305.987363389,[914]
3206305.987315644,[914]
3206306.487880676,[915]
3206306.487315644,[915]
3206306.98836806,[916]
3206306.988315644,[916]
3206307.489107068,[917]
3206307.488315644,[917]
3206307.989870508,[918]
3206307.989315644,[918]
3206308.490760855,[919]
3206308.490315644,[919]
3206308.990841265,[920]
3206308.990315644,[920]
3206309.491224353,[921]
3206309.490315644,[921]
3206309.991208854,[922]
3206309.990315644,[922]
3206310.491531771,[923]
3206310.4913156442,[923]
3206310.991556387,[924]
3206310.9913156442,[924]
3206311.491673993,[925]
3206311.4913156442,[925]
3206311.992695622,[926]
3206311.992315644,[926]
3206312.493114812,[927]
3206312.492315644,[927]
3206312.993845797,[928]
3206312.993315644,[928]
3206313.493874424,[929]
3206313.493315644,[929]
3206313.994588634,[930]
3206313.994315644,[930]
3206314.494788656,[931]
3206314.494315644,[931]
3206314.995058696,[932]
3206314.994315644,[932]
3206315.496102204,[933]
3206315.495315644,[933]
3206315.996186261,[934]
3206315.995315644,[934]
3206316.496365862,[935]
3206316.496315644,[935]
3206316.997423228,[936]
3206316.997315644,[936]
3206317.497873051,[937]
3206317.497315644,[937]
3206317.998706144,[938]
3206317.998315644,[938]
3206318.499356172,[939]
3206318.499315644,[939]
3206318.999607978,[940]
3206318.999315644,[940]
3206319.499789402,[941]
3206319.499315644,[941]
3206320.000340239,[942]
3206320.000315644,[942]
3206320.500927178,[943]
3206320.500315644,[943]
3206321.001653787,[944]
3206321.001315644,[944]
3206321.502356692,[945]
3206321.502315644,[945]
3206322.003050845,[946]
3206322.002315644,[946]
3206322.503867892,[947]
3206322.503315644,[947]
3206323.004186069,[948]
3206323.003315644,[948]
3206323.50498233,[949]
3206323.504315644,[949]
3206324.004977407,[950]
3206324.004315644,[950]
3206324.505857542,[951]
3206324.505315644,[951]
3206325.005894921,[952]
3206325.005315644,[952]
3206325.506658362,[953]
3206325.506315644,[953]
3206326.00719133,[954]
3206326.006315644,[954]
3206326.507370931,[955]
3206326.507315644,[955]
3206327.008048309,[956]
3206327.007315644,[956]
3206327.508490838,[957]
3206327.508315644,[957]
3206328.008827977,[958]
3206328.008315644,[958]
3206328.509306244,[959]
3206328.508315644,[959]
3206329.009619315,[960]
3206329.009315644,[960]
3206329.509745309,[961]
3206329.509315644,[961]
3206330.009861822,[962]
3206330.009315644,[962]
3206330.510545764,[963]
3206330.510315644,[963]
3206331.010673217,[964]
3206331.010315644,[964]
3206331.511626287,[965]
3206331.511315644,[965]
3206332.012172383,[966]
3206332.011315644,[966]
3206332.512377511,[967]
3206332.512315644,[967]
3206333.012960804,[968]
3206333.012315644,[968]
3206333.513060906,[969]
3206333.512315644,[969]
3206334.013766729,[970]
3206334.013315644,[970]
3206334.514672756,[971]
3206334.514315644,[971]
3206335.015685632,[972]
3206335.015315644,[972]
3206335.516641255,[973]
3206335.516315644,[973]
3206336.017325926,[974]
3206336.016315644,[974]
3206336.517981424,[975]
3206336.517315644,[975]
3206337.018485583,[976]
3206337.018315644,[976]
3206337.518971508,[977]
3206337.518315644,[977]
3206338.019895405,[978]
3206338.019315644,[978]
3206338.52073178,[979]
3206338.520315644,[979]
3206339.021279699,[980]
3206339.020315644,[980]
3206339.52217041,[981]
3206339.521315644,[981]
3206340.022267231,[982]
3206340.021315644,[982]
3206340.523219936,[983]
3206340.522315644,[983]
3206341.024078921,[984]
3206341.023315644,[984]
3206341.524640333,[985]
3206341.524315644,[985]
3206342.024914019,[986]
3206342.024315644,[986]
3206342.525825881,[987]
3206342.525315644,[987]
3206343.026267681,[988]
3206343.025315644,[988]
3206343.526892911,[989]
3206343.526315644,[989]
3206344.027239897,[990]
3206344.026315644,[990]
3206344.52778891,[991]
3206344.527315644,[991]
3206345.028287234,[992]
3206345.027315644,[992]
3206345.52881218,[993]
3206345.5283156442,[993]
3206346.029100817,[994]
3206346.0283156442,[994]
3206346.529427746,[995]
3206346.529315644,[995]
3206347.029790047,[996]
3206347.029315644,[996]
3206347.530116611,[997]
3206347.529315644,[997]
3206348.030884063,[998]
3206348.030315644,[998]
3206348.531186558,[999]
3206348.530315644,[999]
3206349.032084563,[1000]
