Marker,Timestamp
1.0,4790.379326465
1.0,4790.395912831
1.0,4790.412554263
1.0,4790.429218304
1.0,4790.446164965
1.0,4790.462610933
1.0,4790.478895715
1.0,4790.495559756
1.0,4790.512304754
1.0,4790.528833867
1.0,4790.546368744
1.0,4790.562184558
1.0,4790.578986081
1.0,4790.595839751
1.0,4790.612434504
1.0,4790.628840358
1.0,4790.645376764
1.0,4790.66211848
1.0,4790.678831752
1.0,4790.69556034
1.0,4790.712101122
1.0,4790.72870718
1.0,4790.74552183
1.0,4790.762372219
1.0,4790.778891485
1.0,4790.795631013
1.0,4790.812145539
1.0,4790.828604634
1.0,4790.845239501
1.0,4790.862086243
1.0,4790.878709441
1.0,4790.895450063
1.0,4790.911811426
1.0,4790.928533085
1.0,4790.94525985
1.0,4790.962072312
1.0,4790.978661231
1.0,4790.995236292
1.0,4791.012223797
1.0,4791.028600477
1.0,4791.050273285
1.0,4791.061904491
1.0,4791.078377444
1.0,4791.095273051
1.0,4791.111582996
1.0,4791.128722204
1.0,4791.144998599
1.0,4791.161914628
1.0,4791.178514487
1.0,4791.194974312
1.0,4791.211696701
1.0,4791.228079215
1.0,4791.245099176
1.0,4791.261538214
1.0,4791.278723006
1.0,4791.295379389
1.0,4791.311803112
1.0,4791.328377808
1.0,4791.344901451
1.0,4791.36161217
1.0,4791.37869303
1.0,4791.394855648
1.0,4791.411422321
1.0,4791.428253018
1.0,4791.446072339
1.0,4791.461273681
1.0,4791.478030714
1.0,4791.495048486
1.0,4791.511221314
1.0,4791.528777707
1.0,4791.545389236
1.0,4791.561380822
1.0,4791.578093364
1.0,4791.594523286
1.0,4791.61123984
1.0,4791.628089863
1.0,4791.644941346
1.0,4791.661331154
1.0,4791.678192117
1.0,4791.694684033
1.0,4791.711218981
1.0,4791.729077686
1.0,4791.744700225
1.0,4791.761110819
1.0,4791.777978347
1.0,4791.7944513
1.0,4791.811355295
1.0,4791.828329672
1.0,4791.844269474
1.0,4791.861071361
1.0,4791.877835322
1.0,4791.894575215
1.0,4791.911997044
1.0,4791.927790978
1.0,4791.944339054
1.0,4791.960984132
1.0,4791.978060981
1.0,4791.994972999
1.0,4792.011056118
1.0,4792.027709584
1.0,4792.048482746
1.0,4792.061003751
1.0,4792.077694413
1.0,4792.094418625
1.0,4792.110837971
1.0,4792.127408657
1.0,4792.144163501
1.0,4792.160785605
1.0,4792.177412084
1.0,4792.194219441
1.0,4792.210764964
1.0,4792.227465108
1.0,4792.244322789
1.0,4792.260912073
1.0,4792.278017731
1.0,4792.294205146
1.0,4792.310851318
1.0,4792.327618562
1.0,4792.343962056
1.0,4792.360836148
1.0,4792.377212098
1.0,4792.393857177
1.0,4792.410645935
1.0,4792.427180883
1.0,4792.444023613
1.0,4792.460593568
1.0,4792.477196345
1.0,4792.494562743
1.0,4792.510807047
1.0,4792.527128662
1.0,4792.543839016
1.0,4792.560826885
1.0,4792.577535781
1.0,4792.593708974
1.0,4792.610669858
1.0,4792.627163597
1.0,4792.643689063
1.0,4792.66068532
1.0,4792.677071116
1.0,4792.693657118
1.0,4792.710506412
1.0,4792.726959308
1.0,4792.743605115
1.0,4792.760340267
1.0,4792.777121733
1.0,4792.793464133
1.0,4792.810352447
1.0,4792.826861503
1.0,4792.843865418
1.0,4792.860354052
1.0,4792.876588874
1.0,4792.893650772
1.0,4792.910184626
1.0,4792.927094455
1.0,4792.943443785
1.0,4792.960086675
1.0,4792.976899502
1.0,4792.993581776
1.0,4793.010463891
1.0,4793.02690293
1.0,4793.048449196
1.0,4793.060148596
1.0,4793.076604045
1.0,4793.093541225
1.0,4793.109959477
1.0,4793.126624248
1.0,4793.143482294
1.0,4793.159871737
1.0,4793.17665612
1.0,4793.193256708
1.0,4793.210122048
1.0,4793.226585519
1.0,4793.2431996
1.0,4793.26004306
1.0,4793.276463865
1.0,4793.293226003
1.0,4793.310069098
1.0,4793.326504489
1.0,4793.343230525
1.0,4793.360186668
1.0,4793.376736566
1.0,4793.393168312
1.0,4793.40967445
1.0,4793.426402673
1.0,4793.443096617
1.0,4793.459617707
1.0,4793.476376198
1.0,4793.493095304
1.0,4793.510335891
1.0,4793.526469335
1.0,4793.543019234
1.0,4793.559640973
1.0,4793.576262347
1.0,4793.593022297
1.0,4793.609588971
1.0,4793.626395963
1.0,4793.642946956
1.0,4793.659625584
1.0,4793.676323904
1.0,4793.693008731
1.0,4793.70954696
1.0,4793.726663559
1.0,4793.742763818
1.0,4793.759752417
1.0,4793.77625272
1.0,4793.792832157
1.0,4793.809403936
1.0,4793.82579812
1.0,4793.84277979
1.0,4793.859327136
1.0,4793.876413467
1.0,4793.89274748
1.0,4793.909198918
1.0,4793.926075562
1.0,4793.942813267
